WORD,string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WORD,,,,,,,,,,,,,,,,,,,,,,list,,list,DWORD,,,,,,int,DWORD,string,int,BYTE,WORD,int,int,char[20],char[20],char[20],char[20],int,int,action,action,action,action,int,int,int,int,int,float,,int,,action,action,action,action,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"Triple Silence Wheel",,,1,5,3,1,60,50,,60,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,8000,,3000,,,,50,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,302;303;301;304,1347,322;323;321;324;325;326;327,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwba06,iwba06;iwba06,iwba06_01;iwba06_01,iwba06_02;iwba06_02,,,,,,,1,,,,,,,,,,,,1,
50,"Thunder Sound Wheel",,,1,5,3,1,70,60,,70,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,12000,,3000,,,,60,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,302;303;301;304,1347,322;323;321;324;325;326;327,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwba07,iwba07;iwba07,iwba07_01;iwba07_01,iwba07_02;iwba07_02,,,,,,,1,,,,,,,,,,,,1,
51,"Splendid Buddha Wheel",,,1,5,3,1,80,70,,80,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,15000,,3000,,,,70,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,302;303;301;304,1347,322;323;321;324;325;326;327,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwba08,iwba08;iwba08,iwba08_01;iwba08_01,iwba08_02;iwba08_02,,,,,,,1,,,,,,,,,,,,1,
52,"Naga Treasure Wheel",,,1,5,3,1,90,80,,90,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,20000,,3000,,,,80,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,302;303;301;304,1347,322;323;321;324;325;326;327,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwba09,iwba09;iwba09,iwba09_01;iwba09_01,iwba09_02;iwba09_02,,,,,,,1,,,,,,,,,,,,1,
53,"Six Positiveness Wheel",,,1,5,3,1,99,90,,100,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,25000,,3000,,,,90,,,,,,,,,ItemGetWeaponDPS,,,,,,,,,302;303;301;304,,322;323;321;324;325;326;327,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwba10,iwba10;iwba10,iwba10_01;iwba10_01,iwba10_02;iwba10_02,,,,,,,1,,,,,,,,,,,,1,
54,"Buddha Smile Pearl",,,1,6,3,1,10,1,,10,3,,,,,,,,1,1,0,1,,,1,1,1,,,,,,,,,100,,3000,,,,5,,,,,,,,,ItemGetWeaponDPS*1.1,,,,,,,,,305;307;306;308,1348,331;333;332;334;335;336;337,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwbb01,iwbb01;iwbb01,iwbb01;iwbb01,iwbb01;iwbb01,,,,,,,1,,,,,,,,,,,,1,
55,"Sky Centipede Pearl",,,1,6,3,1,20,10,,20,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,500,,3000,,,,15,,,,,,,,,ItemGetWeaponDPS*1.1,,,,,,,,,305;307;306;308,1348,331;333;332;334;335;336;337,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwbb02,iwbb02;iwbb02,iwbb02_01;iwbb02_01,iwbb02_01;iwbb02_01,,,,,,,1,,,,,,,,,,,,1,
56,"Buddha Green Pearl",,,1,6,3,1,30,20,,30,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,1000,,3000,,,,25,,,,,,,,,ItemGetWeaponDPS*1.1,,,,,,,,,305;307;306;308,1348,331;333;332;334;335;336;337,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwbb03,iwbb03;iwbb03,iwbb03_01;iwbb03_01,iwbb03_01;iwbb03_01,,,,,,,1,,,,,,,,,,,,1,
57,"Myth Blue Pearl",,,1,6,3,1,40,30,,40,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,3000,,3000,,,,35,,,,,,,,,ItemGetWeaponDPS*1.1,,,,,,,,,305;307;306;308,1348,331;333;332;334;335;336;337,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwbb05,iwbb05;iwbb05,iwbb05_01;iwbb05_01,iwbb05_02;iwbb05_02,,,,,,,1,,,,,,,,,,,,1,
58,"Myth Black Pearl",,,1,6,3,1,50,40,,50,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,5000,,3000,,,,45,,,,,,,,,ItemGetWeaponDPS*1.1,,,,,,,,,305;307;306;308,1348,331;333;332;334;335;336;337,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwbb04,iwbb04;iwbb04,iwbb04_01;iwbb04_01,iwbb04_02;iwbb04_02,,,,,,,1,,,,,,,,,,,,1,
59,"Shade Thunder Pearl",,,1,6,3,1,60,50,,60,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,8000,,3000,,,,55,,,,,,,,,ItemGetWeaponDPS*1.1,,,,,,,,,305;307;306;308,1348,331;333;332;334;335;336;337,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwbb06,iwbb06;iwbb06,iwbb06_01;iwbb06_01,iwbb06_02;iwbb06_02,,,,,,,1,,,,,,,,,,,,1,
60,"Snow Soul Pearl",,,1,6,3,1,70,60,,70,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,12000,,3000,,,,65,,,,,,,,,ItemGetWeaponDPS*1.1,,,,,,,,,305;307;306;308,1348,331;333;332;334;335;336;337,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwbb07,iwbb07;iwbb07,iwbb07_01;iwbb07_01,iwbb07_02;iwbb07_02,,,,,,,1,,,,,,,,,,,,1,
61,"Nine Sky Pearl",,,1,6,3,1,80,70,,80,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,15000,,3000,,,,75,,,,,,,,,ItemGetWeaponDPS*1.1,,,,,,,,,305;307;306;308,1348,331;333;332;334;335;336;337,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwbb08,iwbb08;iwbb08,iwbb08_01;iwbb08_01,iwbb08_02;iwbb08_02,,,,,,,1,,,,,,,,,,,,1,
62,"Sky Flame Pearl",,,1,6,3,1,90,80,,90,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,20000,,3000,,,,85,,,,,,,,,ItemGetWeaponDPS*1.1,,,,,,,,,305;307;306;308,1348,331;333;332;334;335;336;337,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwbb09,iwbb09;iwbb09,iwbb09_01;iwbb09_01,iwbb09_02;iwbb09_02,,,,,,,1,,,,,,,,,,,,1,
63,"Decency Welkin Pearl",,,1,6,3,1,99,90,,100,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,25000,,3000,,,,95,,,,,,,,,ItemGetWeaponDPS*1.1,,,,,,,,,305;307;306;308,,331;333;332;334;335;336;337,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwbb10,iwbb10;iwbb10,iwbb10_01;iwbb10_01,iwbb10_02;iwbb10_02,,,,,,,1,,,,,,,,,,,,1,
64,"Ice Shield",,,2,,0,5,50,5,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,300,,3000,,,,,,,,,,,,,,,,,,,,,,222;221,,272;271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_eskill15,iw_crystal;iw_crystal,iw_crystal;iw_crystal,iw_crystal;iw_crystal,,,,,,,,,,,,,,,,,,,0,
65,"Longbrow Needle",,,2,,0,10,50,10,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,1800,,3000,,,,,,,,,,,,,,,,,,,,,,223;224,,273;274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwes02,iw_crystal;iw_crystal,iw_crystal;iw_crystal,iw_crystal;iw_crystal,,,,,,,,,,,,,,,,,,,0,
66,"Tao Symbol",,,2,,0,30,50,30,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,600,,3000,,,,,,,,,,,,,,,,,,,,,,225;226,,275;276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwes03,iw_crystal;iw_crystal,iw_crystal;iw_crystal,iw_crystal;iw_crystal,,,,,,,,,,,,,,,,,,,0,
67,"Warm Jade",,,2,,0,20,50,20,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,600,,3000,,,,,,,,,,,,,,,,,,,,,,227;228,,277;278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwes04,iw_crystal;iw_crystal,iw_crystal;iw_crystal,iw_crystal;iw_crystal,,,,,,,,,,,,,,,,,,,0,
68,"Treasure Loop",,,2,,1,20,50,20,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,1800,,3000,,,,,,,,,,,,,,,,,,,,,,425;426,,455;456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwfs01,iw_crystal,iw_crystal,iw_crystal,,,,,,,,,,,,,,,,,,,0,
69,"Heart Lotus",,,2,,1,30,50,30,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,300,,3000,,,,,,,,,,,,,,,,,,,,,,423;424,,453;454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwfs02,iw_crystal,iw_crystal,iw_crystal,,,,,,,,,,,,,,,,,,,0,
70,"Buddha Bone",,,2,,1,10,50,10,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,150,,3000,,,,,,,,,,,,,,,,,,,,,,427;428,,457;458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwfs03,iw_crystal,iw_crystal,iw_crystal,,,,,,,,,,,,,,,,,,,0,
71,"Diamond Sutra",,,2,,1,5,50,5,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,150,,3000,,,,,,,,,,,,,,,,,,,,,,421;422,,451;452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwfs04,iw_crystal,iw_crystal,iw_crystal,,,,,,,,,,,,,,,,,,,0,
72,"Treasure Leaf",,,2,,3,5,50,5,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,150,,3000,,,,,,,,,,,,,,,,,,,,,,309;310;311,,341;342;343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwbs01,iw_crystal;iw_crystal,iw_crystal;iw_crystal,iw_crystal;iw_crystal,,,,,,,,,,,,,,,,,,,0,
73,"Wonder Needle",,,2,,3,10,50,10,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,300,,3000,,,,,,,,,,,,,,,,,,,,,,312;313;314,,344;345;346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwbs02,iw_crystal;iw_crystal,iw_crystal;iw_crystal,iw_crystal;iw_crystal,,,,,,,,,,,,,,,,,,,0,
74,"Purple Cloud",,,2,,3,20,50,20,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,600,,3000,,,,,,,,,,,,,,,,,,,,,,315;316,,347;348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwbs03,iw_crystal;iw_crystal,iw_crystal;iw_crystal,iw_crystal;iw_crystal,,,,,,,,,,,,,,,,,,,0,
75,"Purple Cowry",,,2,,3,30,50,30,,,,,,,,,,,1,1,1,1,,,1,,1,,,,,,,,,1800,,3000,,,,,,,,,,,,,,,,,,,,,,317;318;319,,349;350;351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_iwbs04,iw_crystal;iw_crystal,iw_crystal;iw_crystal,iw_crystal;iw_crystal,,,,,,,,,,,,,,,,,,,0,
76,"Green Elf Robe",,,3,,0,8,,8,,,3,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,250,,3000,,,,8,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide001,bpe02;bpew02,bpe02_01;bpew02_01,bpe02_01;bpew02_01,,,,,,,,,,,,,,,,,,,1,
77,"Red Fire Robe",,,3,,0,18,,18,,,3,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,500,,3000,,,,18,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide002,bpe03;bpew03,bpe03_01;bpew03_01,bpe03_01;bpew03_01,,,,,,,,,,,,,,,,,,,1,
78,"Blue Jade Robe",,,3,,0,28,,28,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,1500,,3000,,,,28,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide003,bpe04;bpew04,bpe04_01;bpew04_01,bpe04_02;bpew04_02,,,,,,,,,,,,,,,,,,,1,
79,"Ice Freezing Battle Robe",,,3,,0,38,,38,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,2500,,3000,,,,38,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide004,bpe05;bpew05,bpe05_01;bpew05_01,bpe05_02;bpew05_02,,,,,,,,,,,,,,,,,,,1,
80,"Fire Dragon Battle Robe",,,3,,0,48,,48,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,4000,,3000,,,,48,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide005,bpe06;bpew06,bpe06_01;bpew06_01,bpe06_02;bpew06_02,,,,,,,,,,,,,,,,,,,1,
81,"Seven Stars Battle Robe",,,3,,0,58,,58,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,6000,,3000,,,,58,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide006,bpe07;bpew07,bpe07_01;bpew07_01,bpe07_02;bpew07_02,,,,,,,,,,,,,,,,,,,1,
82,"Four Void Holy Robe",,,3,,0,68,,68,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,7500,,3000,,,,68,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide007,bpe08;bpew08,bpe08_01;bpew08_01,bpe08_02;bpew08_02,,,,,,,,,,,,,,,,,,,1,
83,"Real Valiant Holy Robe",,,3,,0,78,,78,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,10000,,3000,,,,78,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide008,bpe09;bpew09,bpe09_01;bpew09_01,bpe09_02;bpew09_02,,,,,,,,,,,,,,,,,,,1,
84,"Triple Lucidity Holy Robe",,,3,,0,88,,88,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,12500,,3000,,,,88,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide009,bpe10;bpew10,bpe10_01;bpew10_01,bpe10_02;bpew10_02,,,,,,,,,,,,,,,,,,,1,
85,"Green Elf Armguard",,,4,,0,3,,3,,,3,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,100,,3000,,,,3,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide010,hpe02;hpew02,hpe02_01;hpew02_01,hpe02_01;hpew02_01,,,,,,,,,,,,,,,,,,,1,
86,"Red Fire Armguard",,,4,,0,13,,13,,,3,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,200,,3000,,,,13,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide011,hpe03;hpew03,hpe03_01;hpew03_01,hpe03_01;hpew03_01,,,,,,,,,,,,,,,,,,,1,
87,"Blue Jade Armguard",,,4,,0,23,,23,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,600,,3000,,,,23,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide012,hpe04;hpew04,hpe04_01;hpew04_01,hpe04_02;hpew04_02,,,,,,,,,,,,,,,,,,,1,
88,"Ice Freezing Armguard",,,4,,0,33,,33,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,1000,,3000,,,,33,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide013,hpe05;hpew05,hpe05_01;hpew05_01,hpe05_02;hpew05_02,,,,,,,,,,,,,,,,,,,1,
89,"Fire Dragon Armguard",,,4,,0,43,,43,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,1600,,3000,,,,43,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide014,hpe06;hpew06,hpe06_01;hpew06_01,hpe06_02;hpew06_02,,,,,,,,,,,,,,,,,,,1,
90,"Seven Stars Armguard",,,4,,0,53,,53,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,2400,,3000,,,,53,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide015,hpe07;hpew07,hpe07_01;hpew07_01,hpe07_02;hpew07_02,,,,,,,,,,,,,,,,,,,1,
91,"Four Void Armguard",,,4,,0,63,,63,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,3000,,3000,,,,63,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide016,hpe08;hpew08,hpe08_01;hpew08_01,hpe08_02;hpew08_02,,,,,,,,,,,,,,,,,,,1,
92,"Real Valiant Armguard",,,4,,0,73,,73,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,4000,,3000,,,,73,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide017,hpe09;hpew09,hpe09_01;hpew09_01,hpe09_02;hpew09_02,,,,,,,,,,,,,,,,,,,1,
93,"Triple Lucidity Armguard",,,4,,0,83,,83,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,5000,,3000,,,,83,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide018,hpe10;hpew10,hpe10_01;hpew10_01,hpe10_02;hpew10_02,,,,,,,,,,,,,,,,,,,1,
94,"Green Elf Boots",,,5,,0,5,,5,,,3,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,150,,3000,,,,5,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide019,lpe02;lpew02,lpe02_01;lpew02_01,lpe02_01;lpew02_01,,,,,,,,,,,,,,,,,,,1,
95,"Red Fire Boots",,,5,,0,15,,15,,,3,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,300,,3000,,,,15,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide020,lpe03;lpew03,lpe03_01;lpew03_01,lpe03_01;lpew03_01,,,,,,,,,,,,,,,,,,,1,
96,"Blue Jade Boots",,,5,,0,25,,25,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,900,,3000,,,,25,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide021,lpe04;lpew04,lpe04_01;lpew04_01,lpe04_02;lpew04_02,,,,,,,,,,,,,,,,,,,1,
97,"Ice Freezing Boots",,,5,,0,35,,35,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,1500,,3000,,,,35,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide022,lpe05;lpew05,lpe05_01;lpew05_01,lpe05_02;lpew05_02,,,,,,,,,,,,,,,,,,,1,
98,"Fire Dragon Boots",,,5,,0,45,,45,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,2400,,3000,,,,45,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide023,lpe06;lpew06,lpe06_01;lpew06_01,lpe06_02;lpew06_02,,,,,,,,,,,,,,,,,,,1,
99,"Seven Stars Boots",,,5,,0,55,,55,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,3600,,3000,,,,55,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide024,lpe07;lpew07,lpe07_01;lpew07_01,lpe07_02;lpew07_02,,,,,,,,,,,,,,,,,,,1,
100,"Four Void Boots",,,5,,0,65,,65,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,4500,,3000,,,,65,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide025,lpe08;lpew08,lpe08_01;lpew08_01,lpe08_02;lpew08_02,,,,,,,,,,,,,,,,,,,1,
101,"Real Valiant Boots",,,5,,0,75,,75,,,,,,,,,,,1,1,1,1,,,1,1,1,,,,,,,,,6000,,3000,,,,75,,ItemGetArmor,ItemGetMagicArmor(1),ItemGetMagicArmor(2),ItemGetMagicArmor(3),ItemGetMagicArmor(4),ItemGetMagicArmor(5),ItemGetDamageAbsorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,ic_ide026,lpe09;lpew09,lpe09_01;lpew09_01,lpe09_02;lpew09_02,,,,,,,,,,,,,,,,,,,1,
